Week,Line,Location,Incident,Min Delay,Min Gap,Vehicle,has_delay,Year,Month,Day_of_Month,Hour,Minute,Bound_B,Bound_E,Bound_N,Bound_S,Bound_W
5,0.15548057632682838,0.000721631,1,10,20,8633,0,2024,2,2,0,42,0,0,1,0,0
5,0.1118913,0.002976727,0,10,20,4553,0,2024,2,2,1,15,0,0,0,1,0
5,0.064380813,0.004961212,2,11,31,4555,0,2024,2,2,1,40,0,1,0,0,0
5,0.010760532555170527,0.000541223,0,30,60,8625,1,2024,2,3,3,13,0,0,0,0,1
5,0.15548057632682838,0.009200794,11,0,0,4516,0,2024,2,3,3,13,0,1,0,0,0
5,0.010760532555170527,0.003427747,3,22,52,8798,1,2024,2,3,4,12,0,1,0,0,0
5,0.10404887835126755,0.00117265,11,0,0,4538,0,2024,2,3,5,58,0,0,0,0,0
5,0.15548057632682838,0.000451019,0,10,20,4448,0,2024,2,3,6,32,0,0,0,0,1
5,0.047966441728980486,0.010734259426303445,4,0,0,4421,0,2024,2,3,6,54,0,0,0,0,1
5,0.031825643,0.000721631,7,10,20,4578,0,2024,2,3,8,37,0,0,0,0,1
5,0.20390297282509576,0.009200794,8,5,10,3507,0,2024,2,3,12,4,0,1,0,0,0
5,0.15548057632682838,0.000270612,4,10,20,4551,0,2024,2,3,12,19,0,0,0,0,1
5,0.15548057632682838,0.001533466,11,16,10,8695,1,2024,2,3,13,5,0,0,0,0,1
5,0.1118913,0.002435504,8,8,16,4511,0,2024,2,3,13,24,0,0,1,0,0
5,0.20390297282509576,0.010102832401226773,3,10,20,4513,0,2024,2,3,14,51,0,0,0,0,1
5,0.000364764,0.002164893,3,10,20,4464,0,2024,2,3,15,6,0,0,0,1,0
5,0.20390297282509576,0.012899152083709182,12,5,10,7044,0,2024,2,3,15,12,0,0,1,0,0
5,0.20390297282509576,0.005412232,12,5,10,7033,0,2024,2,3,15,17,0,0,0,1,0
5,0.080977567,0.008659571,8,6,12,8014,0,2024,2,3,15,59,0,0,0,0,0
5,0.035290899,0.003157135,7,10,20,4420,0,2024,2,3,16,17,0,1,0,0,0
5,0.20390297282509576,0.012899152083709182,0,5,10,8307,0,2024,2,3,16,20,0,0,0,0,1
5,0.20390297282509576,0.000270612,7,5,10,8335,0,2024,2,3,17,36,0,0,0,1,0
5,0.031825643,0.006224066,0,10,20,4485,0,2024,2,3,18,27,0,0,1,0,0
5,0.1118913,0.006675086,2,25,35,4546,1,2024,2,3,19,16,0,0,0,1,0
5,0.15548057632682838,0.000541223,4,0,0,4494,0,2024,2,3,21,0,1,0,0,0,0
5,0.12666423490789713,0.010734259426303445,4,9,18,4467,0,2024,2,3,21,18,0,0,1,0,0
5,0.15548057632682838,0.000631427,11,7,14,8630,0,2024,2,3,21,40,0,1,0,0,0
5,0.031825643,9.020386072523904e-05,11,6,16,4476,0,2024,2,3,23,43,0,1,0,0,0
5,0.20390297282509576,0.002976727,7,10,20,4540,0,2024,2,3,1,0,0,0,0,0,1
5,0.035290899,0.007216309,0,10,20,4599,0,2024,2,3,1,33,0,0,0,1,0
5,0.031825643,0.001533466,11,10,20,4542,0,2024,2,3,1,34,0,0,0,1,0
5,0.010760532555170527,9.020386072523904e-05,3,15,26,8644,0,2024,2,4,3,42,0,1,0,0,0
5,0.002644538,0.006224066,3,31,56,8830,1,2024,2,4,5,32,0,0,0,0,0
5,0.10404887835126755,0.00117265,3,0,0,4442,0,2024,2,4,5,52,0,0,0,1,0
5,0.20390297282509576,0.001623669,8,15,30,8318,0,2024,2,4,6,25,0,1,0,0,0
5,0.20390297282509576,0.002525708,11,10,20,4423,0,2024,2,4,6,31,0,0,0,0,1
5,0.1118913,0.022911780624210717,0,15,30,4506,0,2024,2,4,6,41,0,0,0,0,1
5,0.12666423490789713,0.010734259426303445,0,10,19,4558,0,2024,2,4,6,42,0,0,0,0,0
5,0.12666423490789713,0.002255097,0,10,19,4558,0,2024,2,4,6,42,0,1,0,0,0
5,0.10404887835126755,9.020386072523904e-05,8,10,20,4541,0,2024,2,4,7,19,0,1,0,0,0
5,0.15548057632682838,0.020566480245354502,0,14,28,4517,0,2024,2,4,7,31,0,0,0,0,1
5,0.20390297282509576,0.004329785,11,17,27,4423,1,2024,2,4,8,0,0,0,1,0,0
5,0.20390297282509576,0.002525708,7,8,16,8388,0,2024,2,4,8,12,0,0,0,0,1
5,0.064380813,0.001533466,11,6,16,4429,0,2024,2,4,9,16,0,0,0,0,1
5,0.1118913,0.003608154,11,9,18,4460,0,2024,2,4,10,51,0,0,0,0,0
5,0.20390297282509576,0.008388959,8,8,16,7004,0,2024,2,4,11,34,0,1,0,0,0
5,0.035290899,0.007216309,0,10,20,4484,0,2024,2,4,11,54,0,0,0,1,0
5,0.15548057632682838,0.005682843,11,0,0,4548,0,2024,2,4,12,39,0,0,0,0,0
5,0.20390297282509576,0.004059174,7,5,10,8395,0,2024,2,4,12,46,0,0,0,0,1
5,0.10404887835126755,0.00117265,3,34,44,4498,1,2024,2,4,13,10,0,1,0,0,0
5,0.20390297282509576,0.006675086,12,5,10,8303,0,2024,2,4,13,16,0,0,0,0,1
5,0.1118913,0.002435504,7,9,18,4564,0,2024,2,4,13,34,0,0,0,0,0
5,0.15548057632682838,9.020386072523904e-05,2,10,20,0,0,2024,2,4,13,39,0,0,0,0,0
5,0.20390297282509576,0.001353058,2,163,173,4556,1,2024,2,4,13,48,0,0,0,0,0
5,0.064380813,0.000541223,2,163,173,4425,1,2024,2,4,13,52,0,0,0,0,0
5,0.20390297282509576,0.005502436,2,10,20,4452,0,2024,2,4,14,31,0,0,0,0,1
5,0.20390297282509576,0.000631427,2,94,104,0,1,2024,2,4,14,33,0,0,0,0,0
5,0.10404887835126755,9.020386072523904e-05,8,28,38,4578,1,2024,2,4,15,14,0,1,0,0,0
5,0.15548057632682838,0.004600397,5,10,20,4401,0,2024,2,4,15,44,0,1,0,0,0
5,0.20390297282509576,0.001984485,5,19,29,7061,1,2024,2,4,15,48,0,0,0,0,1
5,0.15548057632682838,0.004961212,2,0,0,4515,0,2024,2,4,15,54,0,0,0,0,1
5,0.20390297282509576,0.003608154,3,10,20,4496,0,2024,2,4,16,29,0,1,0,0,0
5,0.047966441728980486,0.003698358,4,0,0,4503,0,2024,2,4,16,33,0,0,0,0,1
5,0.064380813,0.002435504,5,10,20,4536,0,2024,2,4,16,36,0,1,0,0,0
5,0.047966441728980486,0.002615912,8,12,22,4600,0,2024,2,4,17,2,0,0,0,0,1
5,0.031825643,0.006224066,0,10,20,4450,0,2024,2,4,17,23,0,0,0,0,1
5,0.20390297282509576,0.004961212,8,10,20,4575,0,2024,2,4,17,30,0,1,0,0,0
5,0.1118913,0.022911780624210717,2,41,51,4413,1,2024,2,4,18,20,0,0,0,0,0
5,0.1118913,0.006675086,0,10,20,4543,0,2024,2,4,18,30,0,0,1,0,0
5,0.12666423490789713,0.010734259426303445,11,0,0,4552,0,2024,2,4,20,1,0,0,0,0,0
5,0.10404887835126755,0.002255097,8,20,30,4421,1,2024,2,4,20,3,0,0,0,0,1
5,0.12666423490789713,0.000360815,8,10,20,4588,0,2024,2,4,20,28,0,0,0,0,1
5,0.20390297282509576,0.000451019,7,7,14,8318,0,2024,2,4,20,55,0,0,1,0,0
5,0.15548057632682838,0.004780805,8,15,25,4603,0,2024,2,4,21,34,0,1,0,0,0
5,0.064380813,0.003157135,12,10,20,4424,0,2024,2,4,21,47,0,1,0,0,0
5,0.20390297282509576,0.006494678,11,0,0,4476,0,2024,2,4,22,33,0,0,1,0,0
5,0.1118913,0.022911780624210717,11,0,0,0,0,2024,2,4,23,23,0,0,0,0,0
5,0.10404887835126755,0.007667328,0,10,20,4511,0,2024,2,4,23,39,0,1,0,0,0
5,0.15548057632682838,0.002525708,8,10,20,4516,0,2024,2,4,23,40,0,0,0,0,1
5,0.20390297282509576,0.008388959,2,57,67,4442,1,2024,2,4,23,50,0,1,0,0,0
5,0.15548057632682838,9.020386072523904e-05,3,26,36,4591,1,2024,2,4,0,1,0,0,0,0,0
5,0.15548057632682838,0.001804077,12,10,20,4406,0,2024,2,4,0,12,0,0,0,0,1
5,0.15548057632682838,0.005682843,12,10,20,4489,0,2024,2,4,0,41,0,0,0,0,1
5,0.20390297282509576,0.006855493,11,20,30,7061,1,2024,2,4,1,8,0,0,0,0,1
5,0,0.006224066,7,20,40,3347,1,2024,2,4,1,38,0,1,0,0,0
5,0.010760532555170527,0.000360815,11,0,0,8738,0,2024,2,4,1,48,0,0,0,0,1
6,0.1118913,0.009200794,3,0,0,4464,0,2024,2,5,2,17,0,1,0,0,0
6,0.064380813,0.009200794,2,23,33,4555,1,2024,2,5,2,31,0,1,0,0,0
6,0.12666423490789713,0.000721631,3,0,0,4518,0,2024,2,5,2,39,0,1,0,0,0
6,0.001641437,0.022911780624210717,11,17,47,4513,1,2024,2,5,3,23,0,0,0,1,0
6,0.10404887835126755,0.007667328,8,10,20,4493,0,2024,2,5,5,56,0,0,0,0,0
6,0.10404887835126755,0.001894281,2,14,24,4462,0,2024,2,5,6,10,0,0,0,0,0
6,0.047966441728980486,0.010824463287028685,4,0,0,4557,0,2024,2,5,6,57,0,0,0,0,1
6,0.080977567,0.002074689,1,3,6,8692,0,2024,2,5,7,12,0,1,0,0,0
6,0.20390297282509576,0.004961212,3,10,20,4578,0,2024,2,5,9,43,0,0,0,0,0
6,0.20390297282509576,9.020386072523904e-05,7,8,16,8348,0,2024,2,5,10,4,0,0,0,0,0
6,0.20390297282509576,0.012899152083709182,0,8,16,7044,0,2024,2,5,11,55,0,0,0,0,1
6,0.080977567,0.002164893,1,5,10,8148,0,2024,2,5,11,57,0,0,0,0,1
6,0.20390297282509576,0.000451019,3,10,20,4535,0,2024,2,5,12,7,0,1,0,0,0
6,0.031825643,0.000902039,3,0,0,4451,0,2024,2,5,12,7,0,0,0,0,1
6,0.1118913,0.003698358,8,8,18,4488,0,2024,2,5,15,12,0,0,1,0,0
6,0.20390297282509576,0.002255097,2,8,16,4583,0,2024,2,5,16,6,0,1,0,0,0
6,0.080977567,0.00279632,7,5,10,8756,0,2024,2,5,16,24,0,0,0,0,0
6,0.047966441728980486,0.003698358,4,0,0,4406,0,2024,2,5,16,49,0,1,0,0,0
6,0.20390297282509576,0.000451019,5,20,30,4535,1,2024,2,5,16,57,0,0,0,0,1
6,0.10404887835126755,0.000270612,11,10,20,4450,0,2024,2,5,17,37,0,0,0,0,1
6,0.15548057632682838,0.006675086,0,10,20,4569,0,2024,2,5,17,50,0,0,0,0,1
6,0.035290899,0.003698358,0,10,20,4543,0,2024,2,5,18,15,0,1,0,0,0
6,0.1118913,0.006675086,8,11,21,4448,0,2024,2,5,18,25,0,0,1,0,0
6,0.10404887835126755,0.007667328,3,10,20,4530,0,2024,2,5,18,46,0,0,0,0,1
6,0.12666423490789713,0.001984485,11,10,20,4600,0,2024,2,5,19,12,0,0,1,0,0
6,0.1118913,0.003698358,7,9,19,4423,0,2024,2,5,19,49,0,0,1,0,0
6,0.031825643,0.006224066,0,10,20,4542,0,2024,2,5,20,28,0,0,0,0,0
6,0.1118913,0.003698358,4,9,19,4576,0,2024,2,5,20,47,0,0,1,0,0
6,0.15548057632682838,0.020566480245354502,4,0,0,4504,0,2024,2,5,22,2,0,0,0,0,1
6,0.15548057632682838,0.001082446,8,15,25,4587,0,2024,2,5,22,10,0,0,0,0,1
6,0.15548057632682838,0.001804077,12,10,20,4589,0,2024,2,5,22,15,0,0,0,0,1
6,0.15548057632682838,0.001804077,12,10,20,4587,0,2024,2,5,22,15,0,0,0,0,1
6,0.12666423490789713,0.004780805,2,30,40,4431,1,2024,2,5,22,38,0,1,0,0,0
6,0.15548057632682838,0.005682843,3,90,100,4481,1,2024,2,5,23,54,0,0,1,0,0
6,0.006474558,0.000451019,3,22,32,4530,1,2024,2,5,0,5,0,0,0,1,0
6,0.15548057632682838,0.020566480245354502,12,10,20,4567,0,2024,2,5,0,15,0,0,0,0,0
6,0.047966441728980486,0.002615912,5,10,20,4557,0,2024,2,5,0,28,0,1,0,0,0
6,0.1118913,0.010734259426303445,11,9,19,4511,0,2024,2,5,0,28,0,0,1,0,0
6,0.031825643,0.001353058,0,10,20,4596,0,2024,2,5,0,56,0,1,0,0,0
6,0.10404887835126755,0.000180408,11,0,0,4450,0,2024,2,5,1,22,0,0,0,1,0
6,0.15548057632682838,0.001894281,5,8,18,4548,0,2024,2,5,1,42,0,1,0,0,0
6,0.001641437,0.010734259426303445,3,24,44,4448,1,2024,2,6,2,24,0,0,0,0,0
6,0.001641437,0.000270612,5,15,35,4554,0,2024,2,6,2,33,0,0,0,1,0
6,0.000273573,0.020566480245354502,4,30,60,8313,1,2024,2,6,2,50,0,1,0,0,0
6,0.15548057632682838,0.010734259426303445,3,0,0,4589,0,2024,2,6,3,18,0,1,0,0,0
6,0.15548057632682838,0.009200794,11,0,0,4464,0,2024,2,6,3,21,0,1,0,0,0
6,0.10404887835126755,0.001894281,11,0,0,4591,0,2024,2,6,5,16,0,0,0,1,0
6,0.010760532555170527,0.000180408,3,0,0,8148,0,2024,2,6,6,30,0,1,0,0,0
6,0.00282692,0.005682843,11,0,0,0,0,2024,2,6,7,25,0,0,0,0,0
6,0.10404887835126755,0.000811835,7,10,20,4602,0,2024,2,6,7,53,0,0,0,0,1
6,0.12666423490789713,0.001894281,5,114,124,4414,1,2024,2,6,8,7,0,0,0,0,1
6,0.12666423490789713,9.020386072523904e-05,2,10,20,4416,0,2024,2,6,8,31,0,0,0,0,0
6,0.064380813,0.006855493,7,10,20,4555,0,2024,2,6,9,2,0,1,0,0,0
6,0.15548057632682838,0.009200794,3,0,0,4492,0,2024,2,6,9,50,0,1,0,0,0
6,0.1118913,0.022911780624210717,11,8,16,4522,0,2024,2,6,10,51,0,0,0,1,0
6,0.20390297282509576,0.001894281,0,8,16,7023,0,2024,2,6,11,9,0,0,0,0,1
6,0.1118913,0.003698358,0,8,16,4423,0,2024,2,6,11,21,0,0,1,0,0
6,0.20390297282509576,0.000360815,2,132,140,8365,1,2024,2,6,11,22,0,0,0,0,1
6,0.15548057632682838,0.001262854,3,6,12,8778,0,2024,2,6,12,20,0,1,0,0,0
6,0.080977567,0.005773047,7,5,10,8184,0,2024,2,6,12,22,0,0,0,1,0
6,0.12666423490789713,0.010734259426303445,7,10,20,4445,0,2024,2,6,12,38,0,0,0,1,0
6,0.20390297282509576,9.020386072523904e-05,0,10,20,4460,0,2024,2,6,13,6,0,0,0,0,1
6,0.20390297282509576,0.000631427,2,50,60,4596,1,2024,2,6,13,19,0,0,0,0,1
6,0.20390297282509576,0.000180408,2,43,51,7101,1,2024,2,6,13,43,0,0,0,0,1
6,0.080977567,0.008659571,11,4,7,8818,0,2024,2,6,15,18,0,0,0,0,0
6,0.035290899,0.002074689,11,10,20,4551,0,2024,2,6,16,5,0,0,1,0,0
6,0.1118913,0.003698358,4,0,0,4557,0,2024,2,6,17,22,0,1,0,0,0
6,0.20390297282509576,0.006855493,1,9,18,8379,0,2024,2,6,17,32,0,0,0,1,0
6,0.1118913,0.010734259426303445,4,0,0,4575,0,2024,2,6,17,36,0,0,0,1,0
6,0.064380813,0.000992242,1,90,100,4509,1,2024,2,6,18,22,0,0,0,0,1
6,0.15548057632682838,0.008388959,2,86,94,4576,1,2024,2,6,18,30,0,1,0,0,0
6,0.12666423490789713,0.020566480245354502,8,10,20,4446,0,2024,2,6,19,43,0,0,0,0,1
6,0.20390297282509576,0.002255097,3,21,31,4472,1,2024,2,6,19,51,0,1,0,0,0
6,0.20390297282509576,0.003517951,8,9,18,7053,0,2024,2,6,19,59,0,0,0,1,0
6,0.10404887835126755,0.000902039,2,44,54,4548,1,2024,2,6,20,3,0,1,0,0,0
6,0.15548057632682838,0.001262854,1,5,10,8672,0,2024,2,6,20,22,0,1,0,0,0
6,0.035290899,0.002255097,12,10,20,3514,0,2024,2,6,20,48,0,0,0,0,1
6,0.15548057632682838,0.000992242,4,0,0,4599,0,2024,2,6,20,57,0,1,0,0,0
6,0.10404887835126755,9.020386072523904e-05,2,27,37,4466,1,2024,2,6,21,57,0,1,0,0,0
6,0.080977567,0.008659571,11,24,34,8035,1,2024,2,6,22,44,0,0,0,0,1
6,0.1118913,0.007396717,8,19,29,4557,1,2024,2,6,23,25,0,0,1,0,0
6,0.12666423490789713,0.002706116,11,10,20,4464,0,2024,2,6,1,5,0,0,0,0,0
6,0.12666423490789713,0.004239581,11,12,0,4521,0,2024,2,7,2,4,0,0,0,1,0
6,0.064380813,0.004600397,11,10,20,4509,0,2024,2,7,2,26,0,1,0,0,0
6,0.15548057632682838,0.004690601,11,0,0,4504,0,2024,2,7,3,16,0,1,0,0,0
6,0.20390297282509576,0.012899152083709182,7,5,10,7041,0,2024,2,7,5,36,0,1,0,0,0
6,0.080977567,9.020386072523904e-05,7,6,12,8822,0,2024,2,7,5,58,0,0,0,0,1
6,0.15548057632682838,0.004780805,3,20,24,4594,1,2024,2,7,7,5,0,0,0,0,1
6,0.080977567,0.00279632,6,3,6,8670,0,2024,2,7,8,8,0,1,0,0,0
6,0.20390297282509576,0.004961212,0,10,20,4460,0,2024,2,7,9,9,0,0,0,0,1
6,0.1118913,0.003698358,8,10,18,4492,0,2024,2,7,9,13,0,0,0,1,0
6,0.080977567,9.020386072523904e-05,7,5,10,8078,0,2024,2,7,9,19,0,1,0,0,0
6,0.12666423490789713,0.002886524,11,0,0,4531,0,2024,2,7,11,57,0,0,0,0,1
6,0.12666423490789713,0.001984485,8,10,20,4410,0,2024,2,7,12,5,0,0,0,1,0
6,0.15548057632682838,9.020386072523904e-05,7,6,12,8837,0,2024,2,7,12,56,0,1,0,0,0
6,0.10404887835126755,0.00117265,3,10,20,4583,0,2024,2,7,13,25,0,0,0,0,1
6,0.20390297282509576,9.020386072523904e-05,11,10,20,4442,0,2024,2,7,13,57,0,0,1,0,0
6,0.15548057632682838,0.001262854,7,5,10,8837,0,2024,2,7,14,37,0,1,0,0,0
6,0.10404887835126755,0.002525708,11,0,0,4433,0,2024,2,7,14,50,0,0,0,0,1
6,0.1118913,0.006675086,8,10,20,4413,0,2024,2,7,14,52,0,0,0,1,0
6,0.15548057632682838,0.001533466,11,5,10,4407,0,2024,2,7,15,5,0,0,0,0,0
6,0.20390297282509576,0.000451019,4,10,20,4596,0,2024,2,7,16,8,0,0,0,0,1
6,0.1118913,0.000811835,8,13,23,4413,0,2024,2,7,16,9,0,0,0,1,0
6,0.20390297282509576,0.004329785,3,10,20,4551,0,2024,2,7,16,38,0,0,1,0,0
6,0.1118913,0.006675086,8,7,17,4492,0,2024,2,7,16,38,0,0,1,0,0
6,0.1118913,0.006675086,8,7,17,4492,0,2024,2,7,16,38,0,0,1,0,0
6,0.1118913,0.001082446,0,10,20,4550,0,2024,2,7,16,47,0,0,1,0,0
6,0.080977567,0.000180408,1,4,7,8684,0,2024,2,7,17,9,0,1,0,0,0
6,0.1118913,0.001262854,0,10,20,4413,0,2024,2,7,17,12,0,0,0,1,0
6,0.1118913,0.010734259426303445,4,8,18,73545,0,2024,2,7,18,13,0,0,1,0,0
6,0.080977567,0.008659571,0,4,7,8826,0,2024,2,7,18,20,0,0,0,0,1
6,0.12666423490789713,0.000721631,8,10,20,4552,0,2024,2,7,18,40,0,1,0,0,0
6,0.1118913,0.010734259426303445,4,10,20,4432,0,2024,2,7,18,42,0,0,0,0,1
6,0.1118913,0.002615912,11,10,20,4578,0,2024,2,7,18,43,0,0,0,1,0
6,0.064380813,0.000721631,2,71,81,4586,1,2024,2,7,18,45,0,1,0,0,0
6,0.15548057632682838,0.008388959,6,0,0,4406,0,2024,2,7,18,48,0,1,0,0,0
6,0.15548057632682838,0.002255097,7,5,10,4465,0,2024,2,7,19,0,0,1,0,0,0
6,0.035290899,0.007216309,3,10,20,4577,0,2024,2,7,19,4,0,0,0,0,0
6,0.20390297282509576,0.001623669,8,9,18,8320,0,2024,2,7,19,48,0,0,0,0,1
6,0.15548057632682838,0.000180408,0,5,10,4590,0,2024,2,7,20,22,0,1,0,0,0
6,0.10404887835126755,0.00117265,7,10,20,4433,0,2024,2,7,22,18,0,1,0,0,0
6,0.1118913,0.002706116,3,0,0,4578,0,2024,2,7,22,19,0,0,0,0,1
6,0.1118913,0.002164893,8,9,19,4492,0,2024,2,7,23,31,0,0,0,1,0
6,0.20390297282509576,0.005773047,0,10,20,4507,0,2024,2,7,23,36,0,1,0,0,0
6,0.1118913,0.002976727,8,11,21,4522,0,2024,2,7,23,44,0,0,0,1,0
6,0.1118913,0.010734259426303445,3,0,0,0,0,2024,2,7,0,50,0,0,0,0,0
6,0.1118913,0.006675086,0,10,20,4432,0,2024,2,8,2,22,0,0,0,1,0
6,0.1118913,0.004690601,11,0,0,4487,0,2024,2,8,3,25,0,1,0,0,0
6,0.15548057632682838,0.002525708,6,30,60,8704,1,2024,2,8,4,23,0,1,0,0,0
6,0.20390297282509576,0.005502436,2,55,63,4400,1,2024,2,8,4,59,0,1,0,0,0
6,0.1118913,0.003698358,3,26,41,4564,1,2024,2,8,5,55,0,0,0,1,0
6,0.20390297282509576,0.001984485,12,0,0,60841,0,2024,2,8,6,54,0,0,0,0,0
6,0.15548057632682838,0.002255097,0,10,20,4597,0,2024,2,8,7,8,0,0,0,0,0
6,0.1118913,0.002435504,0,8,16,4545,0,2024,2,8,8,34,0,0,0,0,0
6,0.1118913,0.003698358,8,15,23,4481,0,2024,2,8,10,56,0,0,0,1,0
6,0.1118913,0.002615912,8,15,23,4481,0,2024,2,8,11,1,0,0,0,1,0
6,0.035290899,9.020386072523904e-05,11,9,18,4565,0,2024,2,8,11,14,0,0,0,1,0
6,0.035290899,0.004600397,11,9,18,4565,0,2024,2,8,11,31,0,0,0,1,0
6,0,0.002886524,1,0,0,4423,0,2024,2,8,11,57,0,0,0,0,0
6,0.20390297282509576,0.000992242,0,8,16,3501,0,2024,2,8,13,11,0,0,0,0,1
6,0.1118913,0.010734259426303445,4,10,20,4413,0,2024,2,8,14,11,0,0,1,0,0
6,0.1118913,0.000541223,4,15,25,4413,0,2024,2,8,15,12,0,0,0,1,0
6,0.1118913,0.006675086,7,10,20,4606,0,2024,2,8,15,15,0,0,0,1,0
6,0.20390297282509576,9.020386072523904e-05,11,15,25,4515,0,2024,2,8,15,34,0,0,0,0,0
6,0.12666423490789713,0.000541223,11,10,20,4425,0,2024,2,8,16,43,0,0,0,0,1
6,0.047966441728980486,0.003157135,4,0,0,4529,0,2024,2,8,18,26,0,1,0,0,0
6,0.1118913,0.003698358,8,10,20,4482,0,2024,2,8,18,45,0,0,1,0,0
6,0.20390297282509576,0.012899152083709182,0,9,18,7021,0,2024,2,8,20,8,0,0,0,0,1
6,0.15548057632682838,0.008388959,4,0,0,4401,0,2024,2,8,20,15,0,0,0,0,1
6,0.080977567,0.008659571,6,0,0,8806,0,2024,2,8,22,44,0,1,0,0,0
6,0.20390297282509576,0.002706116,11,22,32,4594,1,2024,2,8,23,19,0,0,0,0,1
6,0.20390297282509576,0.006494678,0,10,20,4493,0,2024,2,8,23,20,0,0,0,1,0
6,0.15548057632682838,0.000721631,7,10,20,8640,0,2024,2,8,23,24,0,0,1,0,0
6,0.1118913,0.003698358,7,10,20,4452,0,2024,2,8,23,29,0,0,0,1,0
6,0.12666423490789713,0.003157135,4,10,20,4527,0,2024,2,8,23,31,0,1,0,0,0
6,0.035290899,0.001262854,2,90,100,4491,1,2024,2,8,0,11,0,0,0,0,0
6,0.10404887835126755,0.002615912,2,12,22,4533,0,2024,2,8,0,41,0,1,0,0,0
6,0.12666423490789713,9.020386072523904e-05,8,10,20,4422,0,2024,2,8,0,43,0,1,0,0,0
6,0.12666423490789713,0.020566480245354502,3,0,0,4434,0,2024,2,8,1,52,0,0,0,0,1
6,0.15548057632682838,0.005682843,3,17,27,4401,1,2024,2,9,2,15,0,0,1,0,0
6,0.1118913,0.000180408,8,30,60,4527,1,2024,2,9,2,56,0,1,0,0,0
6,0.010760532555170527,0.000180408,7,20,37,8624,1,2024,2,9,3,15,0,1,0,0,0
6,0.15548057632682838,0.002525708,12,10,20,4505,0,2024,2,9,3,56,0,1,0,0,0
6,0.002644538,9.020386072523904e-05,0,22,47,8770,1,2024,2,9,5,3,0,0,0,0,0
6,0.20390297282509576,0.010102832401226773,7,10,20,4600,0,2024,2,9,5,21,0,1,0,0,0
6,0.010760532555170527,0.000360815,11,25,25,8832,1,2024,2,9,5,35,0,0,0,0,0
6,0.1118913,0.010734259426303445,3,11,20,4419,0,2024,2,9,5,36,0,0,1,0,0
6,0.00665694,0.000541223,4,32,0,4459,1,2024,2,9,6,4,0,0,0,0,1
6,0.15548057632682838,9.020386072523904e-05,7,4,8,4608,0,2024,2,9,6,31,0,0,0,0,0
6,0.064380813,0.003608154,0,6,12,4520,0,2024,2,9,8,38,0,0,0,1,0
6,0.1118913,0.001713873,4,10,20,4540,0,2024,2,9,8,53,0,0,0,1,0
6,0.047966441728980486,9.020386072523904e-05,8,10,20,4543,0,2024,2,9,10,45,0,1,0,0,0
6,0.15548057632682838,0.000451019,2,13,23,4430,0,2024,2,9,11,13,0,0,0,0,1
6,0.20390297282509576,0.002074689,5,23,33,4528,1,2024,2,9,13,12,0,0,0,1,0
6,0.15548057632682838,0.001804077,8,28,33,4506,1,2024,2,9,14,26,0,0,0,0,1
6,0.15548057632682838,0.004961212,2,12,17,4430,0,2024,2,9,14,40,0,1,0,0,0
6,0.12666423490789713,9.020386072523904e-05,7,10,20,4572,0,2024,2,9,14,51,0,0,0,0,1
6,0.20390297282509576,0.012899152083709182,8,5,10,8214,0,2024,2,9,15,22,0,0,0,0,1
6,0.080977567,9.020386072523904e-05,2,109,115,8017,1,2024,2,9,16,27,0,1,0,0,0
6,0.20390297282509576,0.003698358,8,21,31,4416,1,2024,2,9,16,40,0,0,0,0,1
6,0.080977567,0.00117265,2,109,115,8014,1,2024,2,9,16,44,0,0,0,0,1
6,0.12666423490789713,0.003698358,2,17,27,4495,1,2024,2,9,16,45,0,0,0,0,1
6,0.10404887835126755,0.004059174,4,15,20,4579,0,2024,2,9,17,37,0,0,0,0,0
6,0.20390297282509576,9.020386072523904e-05,0,5,10,8214,0,2024,2,9,18,26,0,0,0,0,1
6,0.10404887835126755,0.007667328,3,16,26,4434,1,2024,2,9,19,16,0,0,0,0,0
6,0.10404887835126755,0.001533466,7,10,20,4418,0,2024,2,9,19,25,0,0,0,0,1
6,0.1118913,0.003698358,3,35,45,4470,1,2024,2,9,19,38,0,0,1,0,0
6,0.15548057632682838,0.000451019,3,10,20,4427,0,2024,2,9,20,53,0,1,0,0,0
6,0.12666423490789713,0.002164893,8,15,25,4494,0,2024,2,9,20,55,0,1,0,0,0
6,0.10404887835126755,0.000902039,3,0,0,4408,0,2024,2,9,21,20,0,0,0,0,1
6,0.15548057632682838,0.022190149738408806,1,10,20,8814,0,2024,2,9,22,3,0,0,0,0,0
6,0.064380813,0.001894281,11,10,20,4549,0,2024,2,9,22,31,0,0,0,0,0
6,0.1118913,0.022911780624210717,3,164,174,4540,1,2024,2,9,22,31,0,0,0,0,0
6,0.12666423490789713,9.020386072523904e-05,7,10,20,4447,0,2024,2,9,23,10,0,0,0,0,1
6,0.1118913,0.006675086,12,10,20,3555,0,2024,2,9,23,32,0,1,0,0,0
6,0.12666423490789713,0.0023453,8,10,20,4487,0,2024,2,9,23,51,0,1,0,0,0
6,0.15548057632682838,0.005682843,0,10,20,4431,0,2024,2,9,1,27,0,0,0,0,1
6,0.035290899,0.002706116,11,40,0,4406,1,2024,2,10,2,47,0,1,0,0,0
6,0.002644538,0.002706116,3,25,50,8820,1,2024,2,10,4,17,0,0,0,0,0
6,0.002644538,0.020566480245354502,7,0,0,4431,0,2024,2,10,7,7,0,0,0,0,0
