PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-0.9537310426471136,-2.3219747381903404,1.4610730848820048,-0.45629111808789924,-0.3369217010002074,-0.7117746308553147,-2.0955772040995644,-0.9924130779783364,0.12343773549863818,-1.1974756746202608,-0.7103285927050396,0.6588398492128056,0.36633587142164215
2.3372500101749947,-2.942922630393919,-1.4137338325711966,-0.3827927263040315,-0.7114165433735632,-0.7160442971788383,-0.6126189826910683,0.41288997922020515,-1.5990945956246891,-0.8336829597796893,-0.5779197999793724,-0.5680081920468271,0.8800891867101738
-1.6243867449139908,-2.0733042343600094,-0.10431557704079743,1.7771387980851026,0.9671615352984682,-2.620420661372079,-1.24319587066145,-0.1345718741059118,-0.4828588423665326,-0.18699056334063552,-1.9091628271515462,0.10158843786620723,0.5519589261135724
0.029980745652748882,-2.4916822694479914,1.5245817308124667,0.9862426785156493,0.0014060195133521343,-0.18933530398855322,-2.695710189097429,-0.603108986807436,-0.5320732784130772,-1.289684232006992,1.9164820827796165,1.2519784035707962,-0.8526291774423179
3.079209333035065,-3.131525957151817,-1.4247700326324408,0.4799441064613032,-0.5870862896341181,-0.7908669821044766,-0.9355419469864173,-0.12201055383084625,-0.8522857861488922,-0.9992686531437438,-0.16760968241828292,-1.7658547237437592,-1.6223139322502518
3.00476278985951,-3.068072046140576,-1.364947878482025,-0.6213343949527647,-0.002341387768967583,-0.26170875230952073,-0.47412593640309453,-0.3791780009139795,-0.6542016828067634,-1.470280547386106,0.24735683026700486,0.017496683687702495,1.7184140362019762
1.6335987091124664,-2.7300789168357067,1.602646086602945,-0.7540177632489378,0.010848658208594777,-0.3439608296513934,-0.6360359811323583,-0.5740780143663193,-0.37222218757185893,-1.6677715119750909,0.37510615662248414,-0.463806629244862,1.6637290059079286
-0.7295418321310552,-2.3060546926112515,-1.5456144578135111,0.457299633923337,-1.0752651935881004,-1.2666532960895402,-0.9698805376657132,-1.0150208104526446,-0.09269292576041059,-1.3297475944118113,1.152165465973335,-0.47689581796066216,-0.9547918348735615
-0.31570915464769744,-2.4224481396018738,-1.5327158444312259,-0.4576902774092889,-0.5929878152649303,-0.9809598286199496,-0.7213758801353128,-1.2205325882037936,0.287368643276105,-1.5529456396554902,0.2034158645981456,-0.40523219656778203,0.359708967145399
-0.5141854857032908,-2.372559392367931,1.5880172089084874,-0.2790493920525116,0.2875482471118522,-0.07494859100955523,-1.1056048399741032,-0.8286758134765131,-0.20039510061240723,-1.8504633694231476,1.6550518502769018,0.26000687672644746,0.9172150747127503
-0.8047557766603336,-2.376353691556651,-0.01419150393553842,1.1036902149419852,0.08335174984163035,-0.3715641510790827,-2.0446924955437087,-1.0198759518949183,0.14970052616758997,-1.2546821346180936,0.5376362153036988,1.1149141715397954,-0.42888464884985245
-1.00323886444343,-2.300178119565249,0.03328090677592355,0.4826885094364652,0.42516019293452223,-0.07267176452860946,-0.8992939506597281,-0.883402631136349,-0.03503424788103929,-1.8748234076322643,1.6295553148581874,0.23332776978402475,1.1405546814282588
-0.5323796390952616,-2.3569215841476012,-1.471369876473732,0.37658939324097485,-1.3907604505419997,-1.1841603453010274,-0.5643153073601228,0.5342709893981752,-1.9735569453689932,-0.5160551307193753,0.27833482075478544,-0.4898585189232741,-0.8361532701050517
-0.6723126902776468,-2.3778857102002093,-1.444204516213276,0.0207163955365274,-0.8073517563251694,-0.6791845506237454,-0.5443292810232275,0.6196424337014586,-2.047141487534953,-0.754237913906517,0.5231658777342478,-0.21087656207651803,-0.05430581477160705
1.7114466671152984,-2.8338642333524158,-1.3906917261604608,-0.8446024719626557,-0.15665083700380858,-0.258784953148163,-0.1692456378528411,0.4131807717534481,-1.6269575630655977,-1.1567798126457471,-0.10448666054369228,-0.35867597244777283,1.7176699636278336
-0.8934816297541924,-2.286955795237567,1.5845151173492387,-1.0969655942631187,-0.25109831497655466,-0.3723404402774974,-0.3924192766078366,0.29401253948469414,-1.4865679837189105,-1.124468155199508,-0.3674459126200463,-0.17782906869518533,1.6952994837630104
-0.8545454719871763,-2.3487070011251494,-1.4493580334213645,-0.09149267302947334,-0.6296221493650933,-0.5665105535610054,-0.5543346264153304,0.45207512986258275,-1.8470596533566874,-0.9217694499216379,0.7201036456266203,-0.10055556081821768,0.2075575589857288
